event_id,event_type,user_id,product_id,event_timestamp
79,view,775,537,05-01-2024 11:36
80,view,719,501,05-01-2024 12:18
81,view,737,529,05-01-2024 13:56
82,view,989,545,05-01-2024 17:32
83,view,645,592,05-01-2024 18:08
84,view,139,528,05-01-2024 19:52
85,view,292,535,06-01-2024 01:15
86,view,470,599,06-01-2024 02:18
87,view,864,511,06-01-2024 05:11
88,view,929,530,06-01-2024 06:13
89,view,332,544,06-01-2024 09:07
90,view,349,520,06-01-2024 11:48
91,view,914,543,06-01-2024 12:18
92,view,462,558,06-01-2024 13:13
93,view,114,555,06-01-2024 13:20
94,view,523,600,06-01-2024 14:00
95,view,857,536,06-01-2024 15:33
96,view,104,520,06-01-2024 17:13
97,add_to_cart,104,520,06-01-2024 17:15
98,checkout,104,520,06-01-2024 17:15
99,payment,104,520,06-01-2024 17:20
100,order_placed,104,520,06-01-2024 17:22
101,view,126,506,06-01-2024 18:13
102,view,445,550,06-01-2024 19:56
103,view,391,511,07-01-2024 01:16
104,view,664,567,07-01-2024 06:45
105,view,1070,532,07-01-2024 07:45
106,view,711,569,07-01-2024 12:54
107,view,383,586,07-01-2024 13:40
108,view,903,528,07-01-2024 15:01
109,add_to_cart,903,528,07-01-2024 15:03
110,view,778,594,07-01-2024 15:06
111,view,741,512,07-01-2024 17:00
112,view,987,574,07-01-2024 21:53
113,view,897,526,08-01-2024 01:32
114,add_to_cart,897,526,08-01-2024 01:34
115,checkout,897,526,08-01-2024 01:38
116,payment,897,526,08-01-2024 01:40
117,order_placed,897,526,08-01-2024 01:40
118,view,925,579,08-01-2024 02:36
119,view,169,588,08-01-2024 04:14
120,view,590,582,08-01-2024 11:34
121,view,225,584,08-01-2024 12:54
122,view,940,551,08-01-2024 15:41
123,view,793,591,08-01-2024 22:00
124,view,634,539,08-01-2024 22:02
125,view,730,503,09-01-2024 07:05
126,view,449,559,09-01-2024 09:41
127,view,840,510,09-01-2024 10:10
128,view,450,581,09-01-2024 11:09
129,view,174,550,09-01-2024 11:40
130,view,420,579,09-01-2024 11:44
131,view,444,523,09-01-2024 12:14
132,view,687,584,09-01-2024 14:19
133,view,1073,559,09-01-2024 15:00
134,view,472,549,09-01-2024 17:53
135,view,776,553,09-01-2024 18:39
136,view,541,528,10-01-2024 03:50
137,view,599,600,10-01-2024 04:37
138,view,848,577,10-01-2024 04:43
139,view,698,588,10-01-2024 05:41
140,view,468,569,10-01-2024 06:37
141,view,279,593,10-01-2024 10:45
142,view,579,561,10-01-2024 10:50
143,view,283,538,10-01-2024 13:42
144,view,444,543,10-01-2024 17:33
145,view,675,555,10-01-2024 22:25
146,view,347,573,11-01-2024 01:43
147,view,649,558,11-01-2024 04:59
148,view,839,507,11-01-2024 05:21
149,view,829,535,11-01-2024 07:29
150,view,214,596,11-01-2024 07:59
151,view,665,541,11-01-2024 08:05
152,view,318,581,11-01-2024 10:38
153,view,136,600,11-01-2024 11:34
154,view,832,503,11-01-2024 11:45
155,view,968,523,11-01-2024 15:19
156,view,601,547,11-01-2024 20:56
157,add_to_cart,601,547,11-01-2024 20:57
158,view,660,548,12-01-2024 01:17
159,view,480,550,12-01-2024 03:26
160,view,202,571,12-01-2024 04:55
161,view,1017,576,12-01-2024 10:36
162,view,952,569,12-01-2024 11:26
163,view,575,545,12-01-2024 14:22
164,view,451,527,12-01-2024 16:39
165,view,107,507,12-01-2024 16:56
166,view,753,535,12-01-2024 17:28
167,view,254,526,12-01-2024 21:03
168,view,471,571,12-01-2024 23:21
169,view,581,508,13-01-2024 00:04
170,view,455,531,13-01-2024 09:57
171,view,950,576,13-01-2024 11:08
172,view,251,513,13-01-2024 12:31
173,view,102,571,13-01-2024 12:35
174,view,561,527,13-01-2024 13:53
175,view,621,506,13-01-2024 17:22
176,view,722,508,13-01-2024 19:40
177,view,983,535,13-01-2024 22:11
178,view,712,599,13-01-2024 22:32
179,view,408,524,14-01-2024 05:26
180,add_to_cart,408,524,14-01-2024 05:27
181,view,1086,506,14-01-2024 08:39
182,view,264,502,14-01-2024 09:48
183,view,139,565,14-01-2024 10:50
184,view,1064,544,14-01-2024 14:06
185,view,557,569,14-01-2024 15:03
186,view,1058,524,14-01-2024 17:05
187,view,342,531,14-01-2024 17:42
188,view,425,541,14-01-2024 20:16
189,view,747,578,15-01-2024 00:13
190,view,1076,581,15-01-2024 02:44
191,add_to_cart,1076,581,15-01-2024 02:45
192,checkout,1076,581,15-01-2024 02:46
193,view,533,524,15-01-2024 04:03
194,view,657,587,15-01-2024 05:22
195,add_to_cart,657,587,15-01-2024 05:23
196,view,389,524,15-01-2024 10:04
197,view,521,591,15-01-2024 12:23
198,view,117,541,15-01-2024 14:56
199,view,847,595,15-01-2024 18:15
200,view,812,503,15-01-2024 18:40
201,view,328,576,15-01-2024 22:56
202,view,110,525,16-01-2024 02:49
203,view,1054,598,16-01-2024 03:36
204,view,564,584,16-01-2024 10:21
205,view,1016,534,16-01-2024 10:37
206,view,485,600,16-01-2024 10:50
207,view,877,573,16-01-2024 13:17
208,view,619,515,16-01-2024 15:01
209,view,687,504,16-01-2024 18:56
210,view,143,556,16-01-2024 21:12
211,view,690,530,16-01-2024 21:54
212,view,632,593,17-01-2024 00:44
213,add_to_cart,632,593,17-01-2024 00:45
214,checkout,632,593,17-01-2024 00:48
215,payment,632,593,17-01-2024 00:56
216,order_placed,632,593,17-01-2024 00:57
217,view,504,515,17-01-2024 03:06
218,view,1074,560,17-01-2024 04:30
219,view,120,547,17-01-2024 11:21
220,view,688,537,17-01-2024 12:09
221,view,944,586,17-01-2024 16:47
222,view,765,560,17-01-2024 18:17
223,add_to_cart,765,560,17-01-2024 18:19
224,view,535,583,17-01-2024 19:45
225,view,903,532,17-01-2024 21:04
226,add_to_cart,903,532,17-01-2024 21:06
227,checkout,903,532,17-01-2024 21:08
228,view,428,564,18-01-2024 02:01
229,view,418,580,18-01-2024 05:41
230,view,835,591,18-01-2024 06:20
231,view,312,555,18-01-2024 06:41
232,view,1031,556,18-01-2024 10:11
233,view,306,587,18-01-2024 13:00
234,view,984,515,18-01-2024 14:57
235,view,766,504,18-01-2024 16:15
236,view,602,507,18-01-2024 21:34
237,view,1013,523,18-01-2024 22:12
238,add_to_cart,1013,523,18-01-2024 22:14
239,checkout,1013,523,18-01-2024 22:18
240,payment,1013,523,18-01-2024 22:20
241,view,329,578,18-01-2024 23:08
242,view,640,594,18-01-2024 23:46
243,view,568,522,19-01-2024 00:27
244,view,1098,548,19-01-2024 04:18
245,view,852,526,19-01-2024 04:35
246,view,397,537,19-01-2024 09:04
247,view,649,600,19-01-2024 10:07
248,view,119,548,19-01-2024 15:02
249,view,727,513,19-01-2024 17:15
250,view,992,544,19-01-2024 21:03
251,view,376,515,19-01-2024 21:50
252,view,1091,520,20-01-2024 09:37
253,view,223,594,20-01-2024 12:51
254,view,190,563,21-01-2024 00:29
255,view,895,553,21-01-2024 00:56
256,view,1042,503,21-01-2024 06:12
257,view,432,596,21-01-2024 06:46
258,view,1032,545,21-01-2024 07:27
259,view,740,591,21-01-2024 08:20
260,view,633,590,21-01-2024 09:24
261,view,844,537,21-01-2024 11:02
262,view,330,520,21-01-2024 11:43
263,view,828,511,21-01-2024 11:53
264,view,728,539,21-01-2024 14:33
265,add_to_cart,728,539,21-01-2024 14:34
266,view,176,596,21-01-2024 15:04
267,view,368,510,21-01-2024 15:57
268,view,636,519,21-01-2024 18:44
269,view,723,549,21-01-2024 21:10
270,view,1010,544,21-01-2024 22:25
271,view,496,559,22-01-2024 01:10
272,add_to_cart,496,559,22-01-2024 01:11
273,checkout,496,559,22-01-2024 01:14
274,payment,496,559,22-01-2024 01:19
275,order_placed,496,559,22-01-2024 01:20
276,view,268,531,22-01-2024 02:54
277,view,192,546,22-01-2024 03:27
278,view,151,541,22-01-2024 03:28
279,view,765,576,22-01-2024 06:02
280,view,951,547,22-01-2024 06:05
281,view,352,560,22-01-2024 06:27
282,view,1053,533,22-01-2024 08:57
283,view,705,534,22-01-2024 10:25
284,view,166,515,22-01-2024 11:34
285,view,1033,559,22-01-2024 12:40
286,view,510,560,22-01-2024 21:30
287,add_to_cart,510,560,22-01-2024 21:32
288,view,313,527,22-01-2024 22:42
289,view,1089,577,22-01-2024 22:47
290,view,443,573,22-01-2024 23:55
291,view,944,552,23-01-2024 01:53
292,view,792,578,23-01-2024 03:02
293,view,617,520,23-01-2024 05:35
294,add_to_cart,617,520,23-01-2024 05:36
295,view,171,574,23-01-2024 09:49
296,view,932,593,23-01-2024 11:31
297,view,895,517,23-01-2024 11:44
298,view,946,545,23-01-2024 12:14
299,view,435,568,23-01-2024 13:06
300,view,567,573,23-01-2024 13:30
301,view,178,554,23-01-2024 13:54
302,view,755,518,23-01-2024 15:07
303,add_to_cart,755,518,23-01-2024 15:08
304,view,358,595,23-01-2024 21:24
305,view,861,557,24-01-2024 02:10
306,view,612,552,24-01-2024 09:18
307,view,368,542,24-01-2024 13:14
308,view,1026,526,24-01-2024 20:38
309,view,450,538,25-01-2024 01:49
310,view,313,552,25-01-2024 02:55
311,view,1056,567,25-01-2024 06:48
312,view,1033,564,25-01-2024 07:55
313,view,699,510,25-01-2024 10:31
314,view,853,518,25-01-2024 11:36
315,view,653,548,25-01-2024 20:20
316,view,664,517,25-01-2024 20:23
317,view,543,509,25-01-2024 20:38
318,add_to_cart,543,509,25-01-2024 20:41
319,checkout,543,509,25-01-2024 20:42
320,payment,543,509,25-01-2024 20:52
321,order_placed,543,509,25-01-2024 20:53
322,view,1005,526,25-01-2024 21:50
323,view,399,589,26-01-2024 01:53
324,view,677,569,26-01-2024 05:00
325,view,772,552,26-01-2024 06:55
326,view,105,548,26-01-2024 08:44
327,view,967,572,26-01-2024 09:09
328,view,1086,518,26-01-2024 11:09
329,view,317,599,26-01-2024 14:49
330,view,894,574,26-01-2024 15:21
331,add_to_cart,894,574,26-01-2024 15:22
332,view,976,575,26-01-2024 17:41
333,view,719,541,26-01-2024 20:47
334,view,608,549,26-01-2024 22:14
335,view,980,524,26-01-2024 23:21
336,view,650,568,27-01-2024 06:33
337,view,327,590,27-01-2024 09:24
338,view,310,557,27-01-2024 09:35
339,add_to_cart,310,557,27-01-2024 09:36
340,view,309,502,27-01-2024 13:05
341,view,233,529,27-01-2024 17:18
342,view,422,564,27-01-2024 19:34
343,add_to_cart,422,564,27-01-2024 19:36
344,view,722,563,27-01-2024 22:55
345,view,1029,544,28-01-2024 03:32
346,view,972,589,28-01-2024 05:21
347,view,721,517,28-01-2024 05:21
348,view,729,528,28-01-2024 06:32
349,add_to_cart,729,528,28-01-2024 06:34
350,view,736,599,28-01-2024 15:38
351,view,717,587,28-01-2024 21:00
352,view,148,501,29-01-2024 03:26
353,view,453,594,29-01-2024 05:24
354,view,266,521,29-01-2024 05:32
355,view,1083,508,29-01-2024 10:35
356,view,641,556,29-01-2024 11:03
357,view,324,558,29-01-2024 13:18
358,view,294,574,29-01-2024 14:12
359,view,776,598,29-01-2024 15:45
360,view,1022,544,29-01-2024 19:46
361,view,169,510,29-01-2024 21:35
362,view,408,568,30-01-2024 01:36
363,add_to_cart,408,568,30-01-2024 01:37
364,checkout,408,568,30-01-2024 01:39
365,payment,408,568,30-01-2024 01:41
366,order_placed,408,568,30-01-2024 01:42
367,view,301,517,30-01-2024 03:04
368,view,813,533,30-01-2024 03:51
369,add_to_cart,813,533,30-01-2024 03:51
370,checkout,813,533,30-01-2024 03:52
371,payment,813,533,30-01-2024 03:54
372,order_placed,813,533,30-01-2024 03:55
373,view,641,564,30-01-2024 07:24
374,view,157,505,30-01-2024 07:48
375,view,653,550,30-01-2024 07:55
376,view,115,588,30-01-2024 08:54
377,view,623,583,30-01-2024 09:02
378,view,459,513,30-01-2024 09:30
379,view,825,547,30-01-2024 10:11
380,view,278,592,30-01-2024 12:47
381,add_to_cart,278,592,30-01-2024 12:49
382,view,264,515,30-01-2024 21:04
383,view,421,531,30-01-2024 21:17
384,view,191,598,30-01-2024 21:48
385,view,840,563,30-01-2024 23:12
386,view,734,530,31-01-2024 00:49
387,view,263,592,31-01-2024 04:18
388,view,1080,545,31-01-2024 05:35
389,add_to_cart,1080,545,31-01-2024 05:36
390,checkout,1080,545,31-01-2024 05:38
391,view,583,582,31-01-2024 05:38
392,payment,1080,545,31-01-2024 05:43
393,order_placed,1080,545,31-01-2024 05:45
394,view,1006,520,31-01-2024 07:14
395,view,517,532,31-01-2024 08:34
396,view,160,570,31-01-2024 11:13
397,view,965,567,31-01-2024 11:13
398,view,208,572,31-01-2024 11:30
399,add_to_cart,208,572,31-01-2024 11:31
400,checkout,208,572,31-01-2024 11:34
401,view,743,554,31-01-2024 15:04
402,view,177,520,31-01-2024 17:28
403,add_to_cart,177,520,31-01-2024 17:29
404,checkout,177,520,31-01-2024 17:33
405,view,932,578,31-01-2024 17:34
406,payment,177,520,31-01-2024 17:36
407,order_placed,177,520,31-01-2024 17:36
408,view,255,507,31-01-2024 20:01
409,view,695,581,31-01-2024 20:12
410,view,420,547,31-01-2024 22:16
411,view,516,549,31-01-2024 23:22
412,add_to_cart,516,549,31-01-2024 23:24
413,checkout,516,549,31-01-2024 23:27
414,view,494,525,01-02-2024 01:57
415,add_to_cart,494,525,01-02-2024 02:00
416,checkout,494,525,01-02-2024 02:02
417,payment,494,525,01-02-2024 02:03
418,order_placed,494,525,01-02-2024 02:04
419,view,896,538,01-02-2024 02:07
420,view,187,580,01-02-2024 02:45
421,view,177,519,01-02-2024 20:24
422,view,1001,537,01-02-2024 23:35
423,view,379,597,02-02-2024 01:48
424,add_to_cart,379,597,02-02-2024 01:49
425,checkout,379,597,02-02-2024 01:53
426,payment,379,597,02-02-2024 02:02
427,order_placed,379,597,02-02-2024 02:04
428,view,944,522,02-02-2024 08:01
429,view,626,532,02-02-2024 08:13
430,view,928,563,02-02-2024 11:16
431,view,511,510,02-02-2024 13:54
432,view,817,594,02-02-2024 13:57
433,add_to_cart,817,594,02-02-2024 13:58
434,view,752,534,02-02-2024 13:59
435,checkout,817,594,02-02-2024 14:02
436,payment,817,594,02-02-2024 14:06
437,order_placed,817,594,02-02-2024 14:07
438,view,340,535,02-02-2024 15:44
439,view,1029,549,02-02-2024 16:11
440,view,203,587,02-02-2024 17:07
441,view,518,545,02-02-2024 17:10
442,view,146,596,02-02-2024 17:22
443,view,323,579,02-02-2024 20:39
444,view,696,532,02-02-2024 21:12
445,view,128,533,03-02-2024 00:40
446,view,535,577,03-02-2024 02:23
447,view,464,503,03-02-2024 02:37
448,view,763,504,03-02-2024 03:52
449,view,770,522,03-02-2024 04:26
450,view,699,590,03-02-2024 05:21
451,add_to_cart,699,590,03-02-2024 05:21
452,view,509,556,03-02-2024 05:55
453,view,110,536,03-02-2024 06:37
454,view,720,556,03-02-2024 13:55
455,view,647,507,04-02-2024 00:21
456,view,160,547,04-02-2024 01:44
457,view,390,544,04-02-2024 02:27
458,view,205,563,04-02-2024 03:03
459,view,521,572,04-02-2024 03:13
460,view,137,556,04-02-2024 06:40
461,view,406,574,04-02-2024 07:08
462,view,764,558,04-02-2024 07:14
463,view,1089,523,04-02-2024 08:33
464,view,412,556,04-02-2024 10:36
465,view,241,535,04-02-2024 19:17
466,view,230,541,04-02-2024 20:50
467,view,621,538,04-02-2024 21:40
468,view,582,513,04-02-2024 23:33
469,view,934,512,05-02-2024 01:14
470,view,635,539,05-02-2024 01:29
471,view,964,586,05-02-2024 05:38
472,view,233,512,05-02-2024 06:10
473,view,712,567,05-02-2024 06:56
474,view,401,574,05-02-2024 07:11
475,view,609,598,05-02-2024 08:58
476,view,154,513,05-02-2024 09:01
477,view,480,506,05-02-2024 11:39
478,view,381,508,05-02-2024 13:34
479,view,1007,520,05-02-2024 15:01
480,add_to_cart,1007,520,05-02-2024 15:02
481,checkout,1007,520,05-02-2024 15:05
482,payment,1007,520,05-02-2024 15:07
483,order_placed,1007,520,05-02-2024 15:08
484,view,475,582,05-02-2024 16:10
485,add_to_cart,475,582,05-02-2024 16:11
486,checkout,475,582,05-02-2024 16:12
487,payment,475,582,05-02-2024 16:17
488,order_placed,475,582,05-02-2024 16:18
489,view,833,539,05-02-2024 22:54
490,view,966,556,05-02-2024 22:57
491,view,467,537,05-02-2024 23:13
492,view,513,577,06-02-2024 03:36
493,view,585,584,06-02-2024 06:44
494,view,418,587,06-02-2024 07:08
495,view,282,551,06-02-2024 10:36
496,view,283,583,06-02-2024 10:47
497,view,346,516,06-02-2024 11:11
498,view,563,503,06-02-2024 11:17
499,view,576,558,06-02-2024 11:32
500,view,487,576,06-02-2024 13:30
501,view,600,568,06-02-2024 14:12
502,view,160,562,06-02-2024 14:43
503,view,648,512,06-02-2024 15:15
504,view,436,507,06-02-2024 19:12
505,view,103,587,06-02-2024 23:18
506,view,509,576,07-02-2024 04:34
507,view,671,582,07-02-2024 08:30
508,view,962,584,07-02-2024 11:14
509,view,762,517,07-02-2024 13:13
510,view,104,509,07-02-2024 20:37
511,view,666,520,07-02-2024 21:03
512,view,434,577,08-02-2024 00:50
513,view,586,541,08-02-2024 01:05
514,view,627,546,08-02-2024 01:22
515,add_to_cart,627,546,08-02-2024 01:24
516,checkout,627,546,08-02-2024 01:25
517,payment,627,546,08-02-2024 01:29
518,order_placed,627,546,08-02-2024 01:30
519,view,409,506,08-02-2024 01:38
520,view,877,594,08-02-2024 01:53
521,view,352,516,08-02-2024 02:15
522,view,309,523,08-02-2024 04:53
523,view,723,556,08-02-2024 06:55
524,view,534,509,08-02-2024 13:22
525,view,726,515,08-02-2024 16:49
526,view,342,512,08-02-2024 17:21
527,view,511,554,08-02-2024 18:50
528,view,833,524,08-02-2024 19:51
529,add_to_cart,833,524,08-02-2024 19:52
530,checkout,833,524,08-02-2024 19:53
531,payment,833,524,08-02-2024 20:01
532,order_placed,833,524,08-02-2024 20:01
533,view,970,600,08-02-2024 20:51
534,view,855,553,08-02-2024 22:08
535,view,1051,573,08-02-2024 23:17
536,view,888,530,08-02-2024 23:33
537,view,474,512,09-02-2024 01:46
538,view,572,520,09-02-2024 03:43
539,view,318,567,09-02-2024 04:14
540,view,878,577,09-02-2024 06:18
541,view,728,595,09-02-2024 08:19
542,view,358,545,09-02-2024 09:10
543,view,432,533,09-02-2024 11:18
544,add_to_cart,432,533,09-02-2024 11:20
545,view,1069,596,09-02-2024 11:24
546,view,570,525,09-02-2024 13:59
547,view,674,567,09-02-2024 14:32
548,view,561,562,09-02-2024 18:07
549,view,637,585,09-02-2024 18:15
550,view,417,563,09-02-2024 18:59
551,view,615,509,09-02-2024 19:06
552,add_to_cart,615,509,09-02-2024 19:06
553,checkout,615,509,09-02-2024 19:10
554,payment,615,509,09-02-2024 19:17
555,order_placed,615,509,09-02-2024 19:19
556,view,184,515,09-02-2024 20:13
557,view,632,541,10-02-2024 01:59
558,view,795,537,10-02-2024 04:18
559,view,973,547,10-02-2024 05:02
560,view,419,510,10-02-2024 05:09
561,view,265,516,10-02-2024 05:17
562,view,130,520,10-02-2024 05:24
563,view,1073,549,10-02-2024 06:38
564,view,168,534,10-02-2024 08:42
565,add_to_cart,168,534,10-02-2024 08:45
566,view,181,553,10-02-2024 09:56
567,view,694,579,10-02-2024 12:19
568,view,393,575,10-02-2024 13:35
569,view,1069,587,10-02-2024 14:37
570,view,701,525,10-02-2024 14:52
571,view,720,597,10-02-2024 19:04
572,view,580,528,11-02-2024 00:41
573,view,351,589,11-02-2024 03:26
574,view,300,546,11-02-2024 04:30
575,view,201,525,11-02-2024 05:02
576,view,1047,537,11-02-2024 10:04
577,add_to_cart,125,526,11-02-2024 10:39
578,view,125,526,11-02-2024 10:39
579,checkout,125,526,11-02-2024 10:43
580,payment,125,526,11-02-2024 10:48
581,order_placed,125,526,11-02-2024 10:48
582,view,685,516,11-02-2024 13:09
583,view,246,560,11-02-2024 13:23
584,view,989,559,11-02-2024 14:07
585,view,754,580,11-02-2024 14:19
586,view,287,553,11-02-2024 14:22
587,view,991,554,11-02-2024 15:25
588,view,883,541,11-02-2024 15:27
589,view,654,515,11-02-2024 17:09
590,view,353,526,11-02-2024 20:01
591,view,281,525,11-02-2024 20:50
592,view,259,573,12-02-2024 00:31
593,view,476,530,12-02-2024 03:30
594,view,875,600,12-02-2024 04:41
595,add_to_cart,875,600,12-02-2024 04:42
596,view,954,536,12-02-2024 07:52
597,view,430,587,12-02-2024 08:22
598,view,347,584,12-02-2024 11:06
599,view,1015,565,12-02-2024 15:03
600,view,849,579,12-02-2024 16:54
601,view,424,520,12-02-2024 20:47
602,view,116,509,12-02-2024 23:10
603,view,1055,566,12-02-2024 23:36
604,view,118,542,12-02-2024 23:47
605,view,217,501,13-02-2024 00:32
606,view,513,596,13-02-2024 00:43
607,view,970,590,13-02-2024 05:28
608,view,984,533,13-02-2024 06:12
609,view,174,575,13-02-2024 07:57
610,view,631,590,13-02-2024 11:04
611,view,240,524,13-02-2024 12:09
612,view,1060,584,13-02-2024 13:31
613,view,131,516,13-02-2024 13:43
614,add_to_cart,131,516,13-02-2024 13:44
615,view,765,585,13-02-2024 15:19
616,add_to_cart,765,585,13-02-2024 15:22
617,view,920,536,13-02-2024 21:43
618,view,212,590,14-02-2024 03:45
619,view,989,553,14-02-2024 04:45
620,view,112,522,14-02-2024 04:50
621,view,881,569,14-02-2024 05:24
622,view,174,512,14-02-2024 06:46
623,view,237,600,14-02-2024 08:53
624,view,889,546,14-02-2024 15:35
625,view,788,547,14-02-2024 17:13
626,view,441,583,14-02-2024 18:21
627,view,255,576,14-02-2024 18:36
628,view,137,512,14-02-2024 19:54
629,view,323,548,14-02-2024 22:03
630,view,913,503,15-02-2024 02:37
631,view,612,576,15-02-2024 04:12
632,view,212,596,15-02-2024 04:18
633,view,130,564,15-02-2024 08:11
634,view,1052,561,15-02-2024 08:55
635,add_to_cart,171,553,15-02-2024 12:28
636,view,171,553,15-02-2024 12:29
637,checkout,171,553,15-02-2024 12:31
638,payment,171,553,15-02-2024 12:34
639,order_placed,171,553,15-02-2024 12:36
640,view,988,516,15-02-2024 13:02
641,view,619,548,15-02-2024 18:26
642,view,118,535,15-02-2024 18:43
643,view,663,595,15-02-2024 19:33
644,view,805,551,15-02-2024 19:45
645,view,984,529,15-02-2024 20:31
646,view,969,524,15-02-2024 23:48
647,add_to_cart,969,524,15-02-2024 23:51
648,view,474,552,16-02-2024 00:35
649,view,1030,593,16-02-2024 02:22
650,view,907,525,16-02-2024 04:55
651,add_to_cart,907,525,16-02-2024 04:56
652,view,736,565,16-02-2024 05:06
653,view,804,585,16-02-2024 05:18
654,view,905,568,16-02-2024 09:13
655,view,265,600,16-02-2024 09:19
656,view,655,600,16-02-2024 12:07
657,view,1075,545,16-02-2024 13:34
658,add_to_cart,1074,591,16-02-2024 14:28
659,view,1074,591,16-02-2024 14:28
660,view,748,560,16-02-2024 19:40
661,add_to_cart,748,560,16-02-2024 19:42
662,view,154,533,16-02-2024 20:29
663,view,625,546,16-02-2024 23:47
664,view,575,573,17-02-2024 00:46
665,view,602,502,17-02-2024 03:26
666,add_to_cart,602,502,17-02-2024 03:28
667,checkout,602,502,17-02-2024 03:31
668,payment,602,502,17-02-2024 03:39
669,order_placed,602,502,17-02-2024 03:40
670,view,254,556,17-02-2024 03:58
671,view,503,600,17-02-2024 11:20
672,view,1010,546,17-02-2024 15:36
673,view,378,575,17-02-2024 16:26
674,view,1025,567,17-02-2024 17:57
675,view,428,537,17-02-2024 18:11
676,add_to_cart,428,537,17-02-2024 18:11
677,checkout,428,537,17-02-2024 18:14
678,payment,428,537,17-02-2024 18:20
679,order_placed,428,537,17-02-2024 18:21
680,view,667,528,17-02-2024 21:30
681,view,479,560,17-02-2024 23:27
682,view,987,504,18-02-2024 00:51
683,view,755,543,18-02-2024 01:08
684,view,251,519,18-02-2024 01:21
685,view,734,510,18-02-2024 04:46
686,view,475,553,18-02-2024 05:08
687,view,445,550,18-02-2024 05:31
688,add_to_cart,445,550,18-02-2024 05:33
689,view,571,514,18-02-2024 07:44
690,view,683,515,18-02-2024 08:17
691,view,985,577,18-02-2024 09:26
692,view,673,523,18-02-2024 10:35
693,view,831,571,18-02-2024 10:37
694,view,632,585,18-02-2024 13:52
695,view,305,546,18-02-2024 15:33
696,view,365,534,18-02-2024 16:12
697,view,624,542,18-02-2024 16:26
698,view,1014,590,18-02-2024 16:42
699,view,506,598,18-02-2024 20:19
700,view,137,592,18-02-2024 21:17
701,view,110,557,19-02-2024 01:46
702,view,669,590,19-02-2024 04:28
703,view,400,524,19-02-2024 05:33
704,view,836,591,19-02-2024 07:16
705,view,622,538,19-02-2024 07:29
706,view,347,527,19-02-2024 07:50
